$Afrikaans: EXCEPTION_INCOMPATIBLE
aux	aux	Afrikaans	word_aux:pass	498	0.845381526104	0.452952952953	# EXCEPTION_COMPATIBLE (this is the passive)
aux	aux	Korean	있+어_aux	31	1.0	0.999543326864
aux	aux	Korean	못하+ㄹ_aux	31	1.0	0.999543326864
aux	aux	Korean	버리+었+다_aux	31	1.0	0.999543326864
aux	aux	Korean	있+고_aux	29	1.0	0.999543326864
aux	aux	Korean	있+지만_aux	29	1.0	0.999543326864
aux	aux	Korean	것+이+기_aux	28	1.0	0.999543326864
aux	aux	Korean	되+ㅂ니다_aux	27	1.0	0.999543326864
aux	aux	Korean	못하+ㄴ다_aux	27	1.0	0.999543326864
aux	aux	Korean	것+이+ㄹ까_aux	27	1.0	0.999543326864
aux	aux	Korean	싶+ㄴ_aux	27	1.0	0.999543326864
aux	aux	Korean	가+는_aux	27	1.0	0.999543326864
aux	aux	Korean	않+기_aux	27	1.0	0.999543326864
aux	aux	Korean	가+ㅆ+다_aux	27	1.0	0.999543326864
aux	aux	Korean	않+았+ㄹ_aux	26	1.0	0.999543326864
aux	aux	Korean	있+어서_aux	26	1.0	0.999543326864
aux	aux	Korean	되+고_aux	25	1.0	0.999543326864
aux	aux	Korean	놓+ㄴ_aux	25	1.0	0.999543326864
aux	aux	Korean	것+이+라_aux	25	1.0	0.999543326864
aux	aux	Korean	보+았+다_aux	25	1.0	0.999543326864
aux	aux	Korean	놓+았+다_aux	25	1.0	0.999543326864
aux	aux	Korean	하+었+던_aux	24	1.0	0.999543326864
aux	aux	Korean	것+이+라고_aux	23	1.0	0.999543326864
aux	aux	Korean	버리+ㄴ_aux	23	1.0	0.999543326864
aux	aux	Korean	못하+어_aux	22	1.0	0.999543326864
aux	aux	Korean	못하+었+던_aux	22	1.0	0.999543326864
aux	aux	Korean	하+며_aux	22	1.0	0.999543326864
aux	aux	Korean	말+ㄴ다_aux	22	1.0	0.999543326864
aux	aux	Korean	하+어_aux	22	1.0	0.999543326864
aux	aux	Korean	하+ㄴ다+고_aux	22	1.0	0.999543326864
aux	aux	Korean	나+ㄴ_aux	21	1.0	0.999543326864
aux	aux	Korean	있+으나_aux	21	1.0	0.999543326864
aux	aux	Korean	하+기_aux	21	1.0	0.999543326864
aux	aux	Korean	않+았+던_aux	20	1.0	0.999543326864
aux	aux	Korean	않+ㄹ까_aux	20	1.0	0.999543326864
aux	aux	Korean	나가+ㅆ+다_aux	20	1.0	0.999543326864
aux	aux	Korean	않+도록_aux	19	1.0	0.999543326864
aux	aux	Korean	않+는다는_aux	19	1.0	0.999543326864
aux	aux	Korean	않+아_aux	19	1.0	0.999543326864
aux	aux	Korean	되+ㄴ다는_aux	19	1.0	0.999543326864
aux	aux	Korean	싶+다_aux	18	1.0	0.999543326864
aux	aux	Korean	않+으며_aux	18	1.0	0.999543326864
aux	aux	Korean	않+는다+고_aux	18	1.0	0.999543326864
aux	aux	Korean	고_aux	18	0.777777777778	0.999543326864
aux	aux	Korean	것+이+ㄴ지_aux	18	1.0	0.999543326864
aux	aux	Korean	놓+고_aux	18	1.0	0.999543326864
aux	aux	Korean	내+는_aux	18	1.0	0.999543326864
aux	aux	Korean	것+이+고_aux	18	1.0	0.999543326864
aux	aux	Korean	내+ㄴ_aux	17	1.0	0.999543326864
aux	aux	Korean	하+지만_aux	17	1.0	0.999543326864
aux	aux	Korean	보+기+로_aux	17	1.0	0.999543326864
aux	aux	Korean	되+자_aux	17	1.0	0.999543326864
aux	aux	Korean	되+었+고_aux	17	1.0	0.999543326864
aux	aux	Korean	말+라_aux	17	1.0	0.999543326864
aux	aux	Korean	하+오_aux	16	1.0	0.999543326864
aux	aux	Korean	때문+이+었+다_aux	16	1.0	0.999543326864
aux	aux	Korean	주+ㄹ_aux	16	1.0	0.999543326864
aux	aux	Korean	버리+는_aux	16	1.0	0.999543326864
aux	aux	Korean	오+았+던_aux	15	1.0	0.999543326864
aux	aux	Korean	않+은_aux	15	1.0	0.999543326864
aux	aux	Korean	내+ㄹ_aux	15	1.0	0.999543326864
aux	aux	Korean	있+다고_aux	15	1.0	0.999543326864
aux	aux	Korean	하+었+으나_aux	15	1.0	0.999543326864
aux	aux	Korean	것+이+ㅁ+을_aux	15	1.0	0.999543326864
aux	aux	Korean	않+았+다는_aux	15	1.0	0.999543326864
aux	aux	Korean	나+서_aux	15	1.0	0.999543326864
aux	aux	Korean	보+니_aux	14	1.0	0.999543326864
aux	aux	Korean	있+어야_aux	14	1.0	0.999543326864
aux	aux	Korean	버리+고_aux	14	1.0	0.999543326864
aux	aux	Korean	있+었+고_aux	14	1.0	0.999543326864
aux	aux	Korean	것+이+지만_aux	14	1.0	0.999543326864
aux	aux	Korean	내+고_aux	14	1.0	0.999543326864
aux	aux	Korean	되+었+ㄹ_aux	14	1.0	0.999543326864
aux	aux	Korean	버리+ㄴ다_aux	14	1.0	0.999543326864
aux	aux	Korean	있+다면_aux	14	1.0	0.999543326864
aux	aux	Korean	하+었+고_aux	13	1.0	0.999543326864
aux	aux	Korean	않+ㄴ가_aux	13	1.0	0.999543326864
aux	aux	Korean	따름+이+다_aux	13	1.0	0.999543326864
aux	aux	Korean	되+었+던_aux	13	1.0	0.999543326864
aux	aux	Korean	않+는가_aux	13	1.0	0.999543326864
aux	aux	Korean	있+으면_aux	13	1.0	0.999543326864
aux	aux	Korean	않+았+고_aux	13	1.0	0.999543326864
aux	aux	Korean	뿐+이+었+다_aux	12	1.0	0.999543326864
aux	aux	Korean	주+ㄴ_aux	12	1.0	0.999543326864
aux	aux	Korean	있+었+으며_aux	12	1.0	0.999543326864
aux	aux	Korean	것+이+ㄴ데_aux	12	1.0	0.999543326864
aux	aux	Korean	하+ㄴ다고_aux	12	1.0	0.999543326864
aux	aux	Korean	가+고_aux	12	1.0	0.999543326864
aux	aux	Korean	하+면_aux	12	1.0	0.999543326864
aux	aux	Korean	보+ㄴ다_aux	12	1.0	0.999543326864
aux	aux	Korean	달+라+고_aux	11	1.0	0.999543326864
aux	aux	Korean	것+이+기+도_aux	11	1.0	0.999543326864
aux	aux	Korean	하+어도_aux	11	1.0	0.999543326864
aux	aux	Korean	있+었+는데_aux	11	1.0	0.999543326864
aux	aux	Korean	있+었+습니다_aux	11	1.0	0.999543326864
aux	aux	Korean	하+지_aux	11	1.0	0.999543326864
aux	aux	Korean	않+는다면_aux	11	1.0	0.999543326864
aux	aux	Korean	않+아+도_aux	11	1.0	0.999543326864
aux	aux	Korean	있+었+기_aux	11	1.0	0.999543326864
aux	aux	Korean	것+이+므로_aux	11	1.0	0.999543326864
aux	aux	Korean	않+지만_aux	11	1.0	0.999543326864
aux	aux	Korean	보+는_aux	10	1.0	0.999543326864
aux	aux	Korean	않+았+기_aux	10	1.0	0.999543326864
aux	aux	Korean	못하+게_aux	10	1.0	0.999543326864
aux	aux	Korean	바+가_aux	10	1.0	0.999543326864
aux	aux	Korean	싶+소_aux	10	1.0	0.999543326864
aux	aux	Korean	못하+다_aux	10	1.0	0.999543326864
aux	aux	Korean	않+았+으며_aux	10	1.0	0.999543326864
aux	aux	Korean	듯하+ㄴ_aux	10	1.0	0.999543326864
aux	aux	Korean	주+지_aux	10	1.0	0.999543326864
aux	aux	Korean	보+고_aux	10	1.0	0.999543326864
aux	aux	Korean	못하+었+기_aux	10	1.0	0.999543326864
aux	aux	Korean	하+었+지만_aux	10	1.0	0.999543326864
$Latin AGREE
aux	aux	Latin	sum_aux:pass	2825	0.81203539823	0.812214611872	# all auxiliairies agree
aux	aux	Latin	sum_aux	660	0.816666666667	0.812214611872
$Latvian AGREE
aux	aux	Latvian	būt_aux	786	0.0483460559796	0.0393835616438	# all auxiliairies agree
aux	aux	Latvian	tikt_aux	175	0.0	0.0393835616438
aux	aux	Latvian	nebūt_aux	165	0.0424242424242	0.0393835616438
aux	aux	Latvian	netikt_aux	13	0.0	0.0393835616438
$Lithuanian AGREE
aux	aux	Lithuanian	būti_aux	27	0.037037037037	0.0322580645161	# all auxiliairies agree
$Marathi AGREE
aux	aux	Marathi	असणे_aux	61	1.0	0.945736434109	# all auxiliairies agree
aux	aux	Marathi	नाही_aux	27	0.925925925926	0.945736434109
aux	aux	Marathi	लागणे_aux	12	1.0	0.945736434109
$Norwegian AGREE
aux	aux	Norwegian	ha_aux	5088	0.00334119496855	0.0031907747425	# all auxiliairies agree
aux	aux	Norwegian	kunne_aux	2647	0.00604457876842	0.0031907747425
aux	aux	Norwegian	skulle_aux	2151	0.00418410041841	0.0031907747425
aux	aux	Norwegian	bli_aux:pass	1516	0.0	0.0031907747425
aux	aux	Norwegian	måtte_aux	1455	0.00412371134021	0.0031907747425
aux	aux	Norwegian	ville_aux	1151	0.0	0.0031907747425
aux	aux	Norwegian	vilje_aux	983	0.00508646998983	0.0031907747425
aux	aux	Norwegian	være_aux	787	0.0012706480305	0.0031907747425
aux	aux	Norwegian	vere_aux	629	0.00158982511924	0.0031907747425
aux	aux	Norwegian	verte_aux:pass	562	0.0	0.0031907747425
aux	aux	Norwegian	få_aux	464	0.0	0.0031907747425
aux	aux	Norwegian	burde_aux	411	0.00486618004866	0.0031907747425
aux	aux	Norwegian	bli_aux	13	0.0	0.0031907747425
$Old Church Slavonic INCOMPATIBLE
aux	aux	Old_Church_Slavonic	себе_aux	1013	0.972359328727	0.889170896785	# this is actually the reflexive pronoun, but annotated as an auxiliary in the treebank
aux	aux	Old_Church_Slavonic	бꙑти_aux	156	0.416666666667	0.889170896785 # this is an inflected TAM auxiliary
aux	aux	Old_Church_Slavonic	не.бꙑти_aux	12	0.0	0.889170896785
$Persian INCOMPATIBLE
aux     aux     Persian است_aux 685     1.0     0.550956831331 #     third-person singular present of بودن‎ (budan)
aux     aux     Persian خواست#خواه_aux  331     0.00604229607251        0.550956831331 # modal (want, intend)
aux     aux     Persian بایست#باید_aux  289     0.0103806228374 0.550956831331 # باید modal (necessarily), بایست (must, had to)
aux     aux     Persian بود#باش_aux     264     1.0     0.550956831331	# also derived from budan
aux     aux     Persian توانست#توان_aux 201     0.00497512437811        0.550956831331 # modal auxiliary توانستن (be able, can)
aux     aux     Persian کرد#کن_aux:pass 176     0.994318181818  0.550956831331
aux     aux     Persian __aux   81      0.0246913580247 0.550956831331 # TODO (figure out what this is)
aux     aux     Persian بود_aux 72      1.0     0.550956831331
aux     aux     Persian توان_aux        69      0.0     0.550956831331 # modal auxiliary توانستن (be able, can)
aux     aux     Persian داشت#ﺩﺍﺭ_aux    36      0.0     0.550956831331 # tense-aspect auxiliary داشتن (colloquial, to be doing something)
aux     aux     Persian کرد#کن_aux      20      0.7     0.550956831331	# کردن, to do
aux     aux     Persian ﺏﻭﺩ#ﺏﺎﺷ_aux:pass        13      1.0     0.550956831331	# passive auxiliary
$Polish COMPATIBLE (except passive, modal)
aux	aux	Polish	być_aux	925	0.749189189189	0.609816971714
aux	aux	Polish	być_aux:pass	134	0.179104477612	0.609816971714	# EXCEPTION_COMPATIBLE (this is the passive, not a tense/aspect auxiliary)
aux	aux	Polish	zostać_aux:pass	118	0.135593220339	0.609816971714	# EXCEPTION_COMPATIBLE
aux	aux	Polish	niech_aux	16	0.0	0.609816971714	# EXCEPTION_COMPATIBLE (modal auxiliary, `let' or `may')
$Portuguese AGREE
aux	aux	Portuguese	__aux	2533	0.00236873272799	0.00294406280667	# all auxiliairies agree
aux	aux	Portuguese	__aux:pass	2206	0.00090661831369	0.00294406280667
aux	aux	Portuguese	ser_aux:pass	1068	0.0	0.00294406280667
aux	aux	Portuguese	ter_aux	558	0.00716845878136	0.00294406280667
aux	aux	Portuguese	poder_aux	410	0.0	0.00294406280667
aux	aux	Portuguese	ir_aux	358	0.00279329608939	0.00294406280667
aux	aux	Portuguese	dever_aux	234	0.0	0.00294406280667
aux	aux	Portuguese	estar_aux	224	0.00892857142857	0.00294406280667
aux	aux	Portuguese	vir_aux	72	0.0138888888889	0.00294406280667
aux	aux	Portuguese	continuar_aux	65	0.0	0.00294406280667
aux	aux	Portuguese	começar_aux	61	0.0	0.00294406280667
aux	aux	Portuguese	acabar_aux	56	0.0178571428571	0.00294406280667
aux	aux	Portuguese	ser_aux	54	0.0925925925926	0.00294406280667
aux	aux	Portuguese	haver_aux	41	0.0243902439024	0.00294406280667
aux	aux	Portuguese	passar_aux	41	0.0	0.00294406280667
aux	aux	Portuguese	voltar_aux	41	0.0	0.00294406280667
aux	aux	Portuguese	deixar_aux	30	0.0	0.00294406280667
aux	aux	Portuguese	parecer_aux	28	0.0	0.00294406280667
aux	aux	Portuguese	chegar_aux	21	0.0	0.00294406280667
aux	aux	Portuguese	ficar_aux	11	0.0	0.00294406280667
$Romanian AGREE
aux	aux	Romanian	avea_aux	3657	0.00710965272081	0.00840202916931	# all auxiliairies agree
aux	aux	Romanian	fi_aux:pass	1509	0.00397614314115	0.00840202916931
aux	aux	Romanian	vrea_aux	678	0.0250737463127	0.00840202916931
aux	aux	Romanian	fi_aux	426	0.0093896713615	0.00840202916931
aux	aux	Romanian	putea_aux	11	0.0	0.00840202916931
$Russian COMPATIBLE (except passive, particle)
aux	aux	Russian	быть_aux:pass	2318	0.0220017256255	0.170771094065
aux	aux	Russian	бы_aux	1270	0.553543307087	0.170771094065	# EXCEPTION_COMPATIBLE (uninflected particle)
aux	aux	Russian	быть_aux	831	0.0553549939832	0.170771094065
aux	aux	Russian	БЫТЬ_aux:pass	466	0.0343347639485	0.170771094065
aux	aux	Russian	БЫТЬ_aux	46	0.413043478261	0.170771094065
aux	aux	Russian	было_aux:pass	15	0.6	0.170771094065	# EXCEPTION_COMPATIBLE (passive)
$Serbian AGREE
aux	aux	Serbian	biti_aux	3168	0.36553030303	0.323741007194	# all auxiliairies agree
aux	aux	Serbian	hteti_aux	438	0.0228310502283	0.323741007194
$Slovak AGREE
aux	aux	Slovak	byť_aux	1814	0.454244762955	0.417867435159	# all auxiliairies agree
aux	aux	Slovak	by_aux	168	0.202380952381	0.417867435159
aux	aux	Slovak	byť_aux:pass	71	0.0140845070423	0.417867435159
aux	aux	Slovak	sa_aux	11	0.454545454545	0.417867435159
$Slovenian AGREE
aux	aux	Slovenian	biti_aux	7217	0.0685880559789	0.0686410185441	# all auxiliairies agree
$Spanish AGREE
aux	aux	Spanish	haber_aux	5530	0.00795660036166	0.01326858628	# all auxiliairies agree
aux	aux	Spanish	poder_aux	2024	0.00839920948617	0.01326858628
aux	aux	Spanish	ser_aux:pass	1603	0.00249532127261	0.01326858628
aux	aux	Spanish	ser_aux	913	0.00547645125958	0.01326858628
aux	aux	Spanish	deber_aux	618	0.0113268608414	0.01326858628
aux	aux	Spanish	estar_aux	568	0.012323943662	0.01326858628
aux	aux	Spanish	ir_aux	413	0.00968523002421	0.01326858628
aux	aux	Spanish	hacer_aux	341	0.0175953079179	0.01326858628
aux	aux	Spanish	seguir_aux	210	0.0142857142857	0.01326858628
aux	aux	Spanish	volver_aux	192	0.00520833333333	0.01326858628
aux	aux	Spanish	estar_aux:pass	170	0.0	0.01326858628
aux	aux	Spanish	comenzar_aux	144	0.0	0.01326858628
aux	aux	Spanish	tener_aux	139	0.0287769784173	0.01326858628
aux	aux	Spanish	empezar_aux	118	0.00847457627119	0.01326858628
aux	aux	Spanish	llegar_aux	104	0.00961538461538	0.01326858628
aux	aux	Spanish	dejar_aux	103	0.00970873786408	0.01326858628
aux	aux	Spanish	soler_aux	101	0.0	0.01326858628
aux	aux	Spanish	acabar_aux	70	0.0	0.01326858628
aux	aux	Spanish	tratar_aux	46	0.0	0.01326858628
aux	aux	Spanish	venir_aux	46	0.0	0.01326858628
aux	aux	Spanish	decir_aux	45	0.0444444444444	0.01326858628
aux	aux	Spanish	pasar_aux	36	0.0	0.01326858628
aux	aux	Spanish	intentar_aux	35	0.0	0.01326858628
aux	aux	Spanish	continuar_aux	34	0.0	0.01326858628
aux	aux	Spanish	evitar_aux	29	0.0	0.01326858628
aux	aux	Spanish	ver_aux	26	0.0769230769231	0.01326858628
aux	aux	Spanish	considerar_aux	24	0.25	0.01326858628
aux	aux	Spanish	terminar_aux	21	0.0	0.01326858628
aux	aux	Spanish	pensar_aux	20	0.0	0.01326858628
aux	aux	Spanish	conseguir_aux	18	0.0	0.01326858628
aux	aux	Spanish	saber_aux	18	0.0	0.01326858628
aux	aux	Spanish	parecer_aux	18	0.0555555555556	0.01326858628
aux	aux	Spanish	asegurar_aux	17	0.0	0.01326858628
aux	aux	Spanish	querer_aux	17	0.0	0.01326858628
aux	aux	Spanish	a_aux	17	0.117647058824	0.01326858628
aux	aux	Spanish	llevar_aux	16	0.0	0.01326858628
aux	aux	Spanish	fuera_aux:pass	15	0.0	0.01326858628
aux	aux	Spanish	lograr_aux	13	0.0	0.01326858628
aux	aux	Spanish	este_aux:pass	12	0.0	0.01326858628
aux	aux	Spanish	recordar_aux	12	0.0833333333333	0.01326858628
aux	aux	Spanish	impedir_aux	11	0.0	0.01326858628
aux	aux	Spanish	permitir_aux	10	0.0	0.01326858628
aux	aux	Spanish	este_aux	10	0.0	0.01326858628
aux	aux	Spanish	exigir_aux	10	0.0	0.01326858628
$Swedish AGREE
aux	aux	Swedish	ha_aux	1021	0.00391772771792	0.00405405405405	# all auxiliairies agree
aux	aux	Swedish	kunna_aux	944	0.00741525423729	0.00405405405405
aux	aux	Swedish	skola_aux	623	0.0016051364366	0.00405405405405
aux	aux	Swedish	måste_aux	257	0.00389105058366	0.00405405405405
aux	aux	Swedish	vilja_aux	176	0.0	0.00405405405405
aux	aux	Swedish	komma_aux	165	0.0	0.00405405405405
aux	aux	Swedish	få_aux	164	0.0	0.00405405405405
aux	aux	Swedish	böra_aux	105	0.0	0.00405405405405
aux	aux	Swedish	bli_aux:pass	53	0.0188679245283	0.00405405405405
aux	aux	Swedish	vara_aux:pass	46	0.0	0.00405405405405
aux	aux	Swedish	behöva_aux	41	0.0	0.00405405405405
aux	aux	Swedish	som_aux	41	0.0	0.00405405405405
aux	aux	Swedish	att_aux:pass	10	0.0	0.00405405405405
$Tamil AGREE
aux	aux	Tamil	படு_aux	124	1.0	0.995689655172	# all auxiliairies agree
aux	aux	Tamil	உள்_aux	121	0.99173553719	0.995689655172
aux	aux	Tamil	இரு_aux	41	1.0	0.995689655172
aux	aux	Tamil	வேண்டு_aux	32	1.0	0.995689655172
aux	aux	Tamil	கொள்_aux	27	1.0	0.995689655172
aux	aux	Tamil	வரு_aux	22	1.0	0.995689655172
aux	aux	Tamil	செய்_aux	20	1.0	0.995689655172
aux	aux	Tamil	இல்_aux	18	1.0	0.995689655172
aux	aux	Tamil	விடு_aux	15	1.0	0.995689655172
aux	aux	Tamil	வா_aux	10	1.0	0.995689655172
$Telugu UNKNOWN
$Turkish AGREE
aux	aux	Turkish	mı_aux:q	61	1.0	1.0	# all auxiliairies agree
aux	aux	Turkish	mi_aux:q	51	1.0	1.0
aux	aux	Turkish	mu_aux:q	45	1.0	1.0
$Ukrainian AGREE (except uninflected particle)
aux	aux	Ukrainian	бути_aux	89	0.0786516853933	0.341176470588	# this is a TAM auxiliary
aux	aux	Ukrainian	б_aux	54	0.62962962963	0.341176470588	# EXCEPTION_COMPATIBLE the same as Russian бы -- uninflected particle
aux	aux	Ukrainian	би_aux	26	0.615384615385	0.341176470588	# EXCEPTION_COMPATIBLE the same as Russian бы -- uninflected particle
$Urdu AGREE
aux	aux	Urdu	ہے_aux	2268	1.0	0.996228786926	# all auxiliairies agree
aux	aux	Urdu	جا_aux	1787	1.0	0.996228786926
aux	aux	Urdu	تھا_aux	681	1.0	0.996228786926
aux	aux	Urdu	ہو_aux	606	1.0	0.996228786926
aux	aux	Urdu	رہ_aux	572	1.0	0.996228786926
aux	aux	Urdu	دے_aux	361	1.0	0.996228786926
aux	aux	Urdu	سک_aux	296	1.0	0.996228786926
aux	aux	Urdu	کر_aux	259	1.0	0.996228786926
aux	aux	Urdu	گا_aux	144	1.0	0.996228786926
aux	aux	Urdu	لے_aux	144	1.0	0.996228786926
aux	aux	Urdu	چک_aux	108	1.0	0.996228786926
aux	aux	Urdu	والا_aux	69	1.0	0.996228786926
aux	aux	Urdu	کا_aux	58	1.0	0.996228786926
aux	aux	Urdu	گے_aux	54	1.0	0.996228786926
aux	aux	Urdu	پڑ_aux	54	1.0	0.996228786926
aux	aux	Urdu	چاہ_aux	44	1.0	0.996228786926
aux	aux	Urdu	چاہیے_aux	37	1.0	0.996228786926
aux	aux	Urdu	چاہئے_aux	34	1.0	0.996228786926
aux	aux	Urdu	جائے_aux	34	1.0	0.996228786926
aux	aux	Urdu	گی_aux	32	1.0	0.996228786926
aux	aux	Urdu	کے_aux	27	1.0	0.996228786926
aux	aux	Urdu	چاہیئے_aux	24	1.0	0.996228786926
aux	aux	Urdu	ہیں_aux	23	1.0	0.996228786926
aux	aux	Urdu	لگ_aux	22	1.0	0.996228786926
aux	aux	Urdu	تھی_aux	16	1.0	0.996228786926
aux	aux	Urdu	پا_aux	14	1.0	0.996228786926
aux	aux	Urdu	پر_aux	14	1.0	0.996228786926
aux	aux	Urdu	آ_aux	13	1.0	0.996228786926
aux	aux	Urdu	رکھ_aux	10	1.0	0.996228786926
$Vietnamese AGREE
aux	aux	Vietnamese	được_aux:pass	156	0.121794871795	0.122685185185	# all auxiliairies agree
aux	aux	Vietnamese	phải_aux	122	0.0245901639344	0.122685185185
aux	aux	Vietnamese	bị_aux:pass	85	0.0117647058824	0.122685185185
aux	aux	Vietnamese	có thể_aux	35	0.114285714286	0.122685185185
