Language	FileName	Counter	DH_Weight	Dependency	DistanceWeight
Arabic	6059651	160000	0.25413442	orphan	0.10964353
Arabic	6059651	160000	4.8194366	parataxis	2.6490328
Arabic	6059651	160000	0.0	punct	0.0
Arabic	6059651	160000	5.1259894	xcomp	2.9200213
Spanish	5852804	200000	5.699226	acl	6.1744947
Spanish	5852804	200000	4.9869027	advcl	3.9521782
Spanish	5852804	200000	-3.052712	advmod	-4.8690643
Spanish	5852804	200000	-1.3231835	amod	-2.5700784
Spanish	5852804	200000	3.3853936	appos	1.5456734
Spanish	5852804	200000	-2.6134913	aux	-5.5453124
Spanish	5852804	200000	-0.017840728	case	0.000100173216
Spanish	5852804	200000	0.49200675	cc	0.09129129
Spanish	5852804	200000	5.528427	ccomp	3.8399372
Spanish	5852804	200000	-0.17587936	compound	-1.0249984
Spanish	5852804	200000	5.98462	conj	5.9114437
Spanish	5852804	200000	3.454872	csubj	2.0024877
Spanish	5852804	200000	1.082266	dep	-0.14529313
Spanish	5852804	200000	5.1134734	det	-5.576701
Spanish	5852804	200000	-0.66956425	expl	-0.84189695
Spanish	5852804	200000	-2.1208029	fixed	-2.1945987
Spanish	5852804	200000	1.299005	flat	-1.562237
Spanish	5852804	200000	0.5518918	iobj	-3.568287
Spanish	5852804	200000	7.6156344	lifted_case	0.33580512
Spanish	5852804	200000	6.365652	lifted_cc	0.5470308
Spanish	5852804	200000	5.7922525	lifted_cop	0.31637225
Spanish	5852804	200000	6.5630536	lifted_mark	1.2167182
Spanish	5852804	200000	0.029107679	mark	-0.0039161695
Spanish	5852804	200000	6.4962926	nmod	1.2136734
Spanish	5852804	200000	-5.376237	nsubj	0.66656154
Spanish	5852804	200000	3.3946197	nummod	-2.0980504
Spanish	5852804	200000	6.584188	obj	-2.516647
Spanish	5852804	200000	6.088716	obl	0.24766731
Spanish	5852804	200000	0.13027279	orphan	0.029087543
Spanish	5852804	200000	2.4514391	parataxis	2.4100406
Spanish	5852804	200000	0.0	punct	0.0
Spanish	5852804	200000	4.541592	xcomp	2.0170672
Slovak	1866450	30000	-1.5968599	acl	0.78205746
Slovak	1866450	30000	0.50299084	advcl	0.95107734
Slovak	1866450	30000	0.41833916	advmod	-2.3013265
Slovak	1866450	30000	-2.2241945	amod	-1.7829779
Slovak	1866450	30000	-0.36018077	appos	0.1029099
Slovak	1866450	30000	0.56746984	aux	-1.5459511
Slovak	1866450	30000	0.055923544	cc	-0.0052915025
Slovak	1866450	30000	-1.7818657	ccomp	1.7870121
Slovak	1866450	30000	-0.015194875	compound	0.024093203
Slovak	1866450	30000	-2.542235	conj	3.2399144
Slovak	1866450	30000	0.33059186	csubj	0.30964908
Slovak	1866450	30000	-0.61350894	dep	0.4034761
Slovak	1866450	30000	-1.7230384	det	-0.41508093
Slovak	1866450	30000	0.15483369	discourse	0.038479477
Slovak	1866450	30000	0.11504903	expl	-2.6975904
Slovak	1866450	30000	0.22628067	fixed	-0.06691327
Slovak	1866450	30000	-0.04239605	flat	-0.03585637
Slovak	1866450	30000	0.63638276	iobj	-0.40741357
Slovak	1866450	30000	-4.341536	lifted_case	-0.061028555
Slovak	1866450	30000	-3.0902545	lifted_cc	-0.0058996775
Slovak	1866450	30000	0.2016856	lifted_cop	0.0
Slovak	1866450	30000	-1.1325649	lifted_mark	0.1279419
Slovak	1866450	30000	-3.2699912	nmod	0.97190917
Slovak	1866450	30000	3.5525646	nsubj	-0.38042286
Slovak	1866450	30000	-0.027041085	nummod	-0.023123818
Slovak	1866450	30000	-10.002886	obj	-1.033946
Slovak	1866450	30000	-3.9761043	obl	1.0902009
Slovak	1866450	30000	-0.3183764	orphan	0.005758544
Slovak	1866450	30000	0.14599162	parataxis	0.042220872
Slovak	1866450	30000	0.0	punct	0.0
Slovak	1866450	30000	0.08309878	vocative	0.00032877465
Slovak	1866450	30000	-1.9277257	xcomp	0.8858107
Polish	3198760	140000	-3.5888968	acl	1.6422876
Polish	3198760	140000	-3.6957672	advcl	3.8231697
Polish	3198760	140000	0.021453585	advmod	-4.7127275
Polish	3198760	140000	-4.6963706	amod	-2.7367988
Polish	3198760	140000	0.04093685	appos	0.40461433
Polish	3198760	140000	2.8002012	aux	-2.72042
Polish	3198760	140000	-0.034789216	case	0.0
Polish	3198760	140000	-4.1738706	ccomp	2.7277792
Polish	3198760	140000	-4.519196	conj	5.0172415
Polish	3198760	140000	-0.017817944	csubj	0.086582825
Polish	3198760	140000	-3.2678146	det	-1.2859266
Polish	3198760	140000	-2.6163027	expl	-4.9141126
Polish	3198760	140000	0.29141328	fixed	-0.06773074
Polish	3198760	140000	0.1985175	flat	-0.038465917
Polish	3198760	140000	1.4216131	iobj	-0.88911474
Polish	3198760	140000	-7.0859647	lifted_case	0.003482335
Polish	3198760	140000	-5.028263	lifted_cc	0.0
Polish	3198760	140000	-3.6480443	lifted_cop	0.0
Polish	3198760	140000	-4.8919106	lifted_mark	0.06424844
Polish	3198760	140000	-6.11751	nmod	1.3362129
Polish	3198760	140000	5.272199	nsubj	1.4024396
Polish	3198760	140000	-2.1137612	nummod	0.21242698
Polish	3198760	140000	-10.044891	obj	-2.1768334
Polish	3198760	140000	-5.8302503	obl	0.8247579
Polish	3198760	140000	0.0	punct	0.0
Polish	3198760	140000	-4.9116387	xcomp	1.9969755
Tamil	2466507	320000	-2.245646	acl	-3.2201068
Tamil	2466507	320000	-6.7964005	advcl	7.0515537
Tamil	2466507	320000	-5.058649	advmod	-6.8109984
Tamil	2466507	320000	-6.5100937	amod	3.8856254
Tamil	2466507	320000	-0.9920608	appos	-0.032679837
Tamil	2466507	320000	4.6118736	aux	-5.460136
Tamil	2466507	320000	-6.274083	ccomp	4.6979175
Tamil	2466507	320000	0.8093268	compound	-1.7080312
Tamil	2466507	320000	-4.6514807	conj	4.9086227
Tamil	2466507	320000	-3.0950563	csubj	2.5137622
Tamil	2466507	320000	-4.2238603	det	-3.071368
Tamil	2466507	320000	-1.5526882	iobj	-1.381544
Tamil	2466507	320000	-6.622314	lifted_case	0.0
Tamil	2466507	320000	-5.448424	lifted_cc	0.0
Tamil	2466507	320000	0.0	lifted_cop	0.0
Tamil	2466507	320000	-7.248657	lifted_mark	0.0
Tamil	2466507	320000	0.0	mark	0.0
Tamil	2466507	320000	-6.467204	nmod	-1.7123312
Tamil	2466507	320000	6.0865827	nsubj	1.7103933
Tamil	2466507	320000	-3.972341	nummod	-2.8379164
Tamil	2466507	320000	-9.9870205	obj	-1.5403466
Tamil	2466507	320000	-7.156957	obl	1.435875
Tamil	2466507	320000	0.18608055	parataxis	-0.7399672
Tamil	2466507	320000	0.0	punct	0.0
Tamil	2466507	320000	-4.7151847	xcomp	2.3120067
Croatian	7082094	140000	-0.6475446	acl	1.0990571
Croatian	7082094	140000	-0.19968526	advcl	1.3751742
Croatian	7082094	140000	0.0689913	advmod	-1.7104746
Croatian	7082094	140000	-0.42944613	amod	-1.5526516
Croatian	7082094	140000	-0.4462248	appos	0.18777297
Croatian	7082094	140000	0.060690515	aux	-2.7952974
Croatian	7082094	140000	-0.054811828	ccomp	0.9126394
Croatian	7082094	140000	-0.3762641	compound	-0.11710882
Croatian	7082094	140000	-1.1653655	conj	2.3165495
Croatian	7082094	140000	-0.017154776	csubj	0.2244246
Croatian	7082094	140000	-0.007449232	dep	-0.005763843
Croatian	7082094	140000	-0.21795177	det	-0.3049761
Croatian	7082094	140000	0.06631244	discourse	-0.5550445
Croatian	7082094	140000	-0.006092024	dislocated	-0.0021476669
Croatian	7082094	140000	0.21262793	expl	-1.0899209
Croatian	7082094	140000	0.0808015	fixed	-0.22873251
Croatian	7082094	140000	0.01457275	flat	-0.16069695
Croatian	7082094	140000	0.014727321	goeswith	-0.0061575277
Croatian	7082094	140000	-0.17950222	iobj	-0.065027855
Croatian	7082094	140000	-3.1892707	lifted_case	0.03265628
Croatian	7082094	140000	-1.4425681	lifted_cc	0.08509905
Croatian	7082094	140000	-1.426656	lifted_cop	0.016393548
Croatian	7082094	140000	-0.7774312	lifted_mark	0.21456037
Croatian	7082094	140000	0.0069594667	list	0.006523294
Croatian	7082094	140000	-2.326023	nmod	0.7016531
Croatian	7082094	140000	-1.3770003	nsubj	-0.49983525
Croatian	7082094	140000	-0.034238204	nummod	-0.23129289
Croatian	7082094	140000	10.004733	obj	-0.2514657
Croatian	7082094	140000	-2.3779058	obl	0.9647859
Croatian	7082094	140000	0.035765328	orphan	-0.0113911275
Croatian	7082094	140000	-0.28674802	parataxis	0.5261944
Croatian	7082094	140000	0.0	punct	0.0
Croatian	7082094	140000	-0.0025683697	vocative	-0.0052312794
Croatian	7082094	140000	0.5504716	xcomp	0.9296765
Russian	8618931	200000	-1.050076	acl	0.9299042
Russian	8618931	200000	-0.56269515	advcl	1.3360626
Russian	8618931	200000	-0.34606504	advmod	-2.675757
Russian	8618931	200000	-1.4959279	amod	-1.488689
Russian	8618931	200000	-0.26496726	appos	0.023951786
Russian	8618931	200000	-0.12781636	aux	-0.6323674
Russian	8618931	200000	-0.0026612051	case	-0.0004921672
Russian	8618931	200000	-0.47012532	ccomp	0.75050443
Russian	8618931	200000	-0.0025284975	compound	0.0030236873
Russian	8618931	200000	-1.2740685	conj	2.283701
Russian	8618931	200000	0.23435412	csubj	0.40080798
Russian	8618931	200000	-0.005495451	dep	-0.0016714013
Russian	8618931	200000	-0.43232998	det	-0.26236075
Russian	8618931	200000	-0.09704895	discourse	-0.6379626
Russian	8618931	200000	0.0043963552	expl	-0.0149681615
Russian	8618931	200000	0.11744437	fixed	-0.3431559
Russian	8618931	200000	-0.037853535	flat	-0.10030821
Russian	8618931	200000	0.039008994	goeswith	-0.0009901167
Russian	8618931	200000	-0.39571744	iobj	-0.54397523
Russian	8618931	200000	-3.7792177	lifted_case	0.11197515
Russian	8618931	200000	-1.8913816	lifted_cc	0.108039156
Russian	8618931	200000	-0.78135496	lifted_cop	-0.0023437073
Russian	8618931	200000	-1.3913605	lifted_mark	0.17366634
Russian	8618931	200000	-0.0071633975	list	0.0060690427
Russian	8618931	200000	-2.8607092	nmod	0.6717743
Russian	8618931	200000	0.52362835	nsubj	-1.5124028
Russian	8618931	200000	-0.34079844	nummod	-0.20158356
Russian	8618931	200000	9.997903	obj	0.10072231
Russian	8618931	200000	-3.0052996	obl	0.43685833
Russian	8618931	200000	-0.13776928	orphan	0.022905676
Russian	8618931	200000	-0.6671494	parataxis	0.41292113
Russian	8618931	200000	0.0	punct	0.0
Russian	8618931	200000	-0.010044778	vocative	-0.00237613
Russian	8618931	200000	-0.12327724	xcomp	0.648503
Galician	836820	10000	-0.14772362	acl	0.1857646
Galician	836820	10000	-0.16856927	advcl	0.08374136
Galician	836820	10000	0.043334913	advmod	-0.3784502
Galician	836820	10000	-0.6893842	amod	-0.30728984
Galician	836820	10000	-0.055998705	appos	-0.006954806
Galician	836820	10000	-0.034028172	aux	-0.8929671
Galician	836820	10000	-0.06780457	case	0.17329335
Galician	836820	10000	-3.37184	ccomp	2.7436035
Galician	836820	10000	-0.037081774	compound	-0.05403704
Galician	836820	10000	-0.13848948	conj	0.11832571
Galician	836820	10000	-0.04126528	csubj	0.00044795685
Galician	836820	10000	-0.809018	dep	-1.4112462
Galician	836820	10000	-1.954577	det	-2.7248743
Galician	836820	10000	0.0	discourse	0.0
Galician	836820	10000	0.1829069	expl	-0.06924129
Galician	836820	10000	0.09655939	fixed	0.014583651
Galician	836820	10000	-0.088329196	flat	0.090378195
Galician	836820	10000	0.10335665	iobj	-0.2891816
Galician	836820	10000	-4.8856544	lifted_case	0.883923
Galician	836820	10000	-3.1829002	lifted_cc	0.0021338009
Galician	836820	10000	-2.1497343	lifted_cop	0.003363163
Galician	836820	10000	-2.4978704	lifted_mark	0.03036977
Galician	836820	10000	0.0	list	0.0
Galician	836820	10000	-4.0912166	nmod	1.6404197
Galician	836820	10000	1.1497486	nsubj	-0.22506064
Galician	836820	10000	0.06314105	nummod	-0.04227069
Galician	836820	10000	-10.008616	obj	0.1658361
Galician	836820	10000	-2.6885495	obl	0.544268
Galician	836820	10000	0.0	orphan	0.0
Galician	836820	10000	-0.030937597	parataxis	0.042275053
Galician	836820	10000	0.0	punct	0.0
Galician	836820	10000	0.0	vocative	0.0
Galician	836820	10000	-0.10622569	xcomp	-0.32115513
Danish	5556560	200000	-1.9860656	acl	1.383599
Danish	5556560	200000	-2.0675955	advcl	1.1973449
Danish	5556560	200000	-1.1810668	advmod	-1.8950351
Danish	5556560	200000	-1.1069442	amod	-0.44219694
Danish	5556560	200000	-0.16998965	appos	-0.02894088
Danish	5556560	200000	0.10151949	aux	-2.3329506
Danish	5556560	200000	0.010271277	case	-0.016764201
Danish	5556560	200000	-1.1804256	ccomp	0.80179846
Danish	5556560	200000	-0.13083352	compound	-0.100370094
Danish	5556560	200000	-1.6177447	conj	2.7332125
Danish	5556560	200000	-0.12967594	dep	0.070239626
Danish	5556560	200000	-0.16253543	det	-1.4392166
Danish	5556560	200000	-0.0124498885	discourse	0.012836037
Danish	5556560	200000	0.51430255	expl	-0.5827687
Danish	5556560	200000	-0.07188312	fixed	-0.17541078
Danish	5556560	200000	0.106317565	flat	-0.19621389
Danish	5556560	200000	-0.014020781	goeswith	-0.00027797464
Danish	5556560	200000	0.056159478	iobj	-0.20677215
Danish	5556560	200000	-3.7012844	lifted_case	-0.08478014
Danish	5556560	200000	-2.3372781	lifted_cc	0.0041864044
Danish	5556560	200000	-1.6197674	lifted_cop	-0.012718859
Danish	5556560	200000	-3.5505688	lifted_mark	0.32240412
Danish	5556560	200000	-0.16894703	list	0.035774875
Danish	5556560	200000	-0.012555829	mark	0.058889415
Danish	5556560	200000	-3.0199192	nmod	1.0005224
Danish	5556560	200000	2.298772	nsubj	-1.7098954
Danish	5556560	200000	-0.3561821	nummod	-0.25169736
Danish	5556560	200000	-10.003689	obj	0.23065668
Danish	5556560	200000	-2.870364	obl	1.4252775
Danish	5556560	200000	-0.00028679136	parataxis	0.0
Danish	5556560	200000	0.0	punct	0.0
Danish	5556560	200000	-0.0029163286	reparandum	0.003044497
Danish	5556560	200000	0.017326932	vocative	-0.021923414
Danish	5556560	200000	-0.305272	xcomp	0.21820886
German	2752094	200000	3.9815283	acl	4.3917046
German	2752094	200000	3.9663455	advcl	4.302703
German	2752094	200000	4.129046	advmod	-5.2267814
German	2752094	200000	4.7573886	amod	-3.3013806
German	2752094	200000	4.12477	appos	-0.5051027
German	2752094	200000	-3.432367	aux	-5.070347
German	2752094	200000	2.9113808	ccomp	2.3032985
German	2752094	200000	-0.1483768	compound	-4.7660847
German	2752094	200000	5.3958297	conj	5.2793922
German	2752094	200000	1.9476774	csubj	1.4387547
German	2752094	200000	1.5602506	dep	-1.4246087
German	2752094	200000	-5.40505	det	-3.2021065
German	2752094	200000	-0.57403016	expl	-1.9086
German	2752094	200000	0.46875942	fixed	0.043749213
German	2752094	200000	2.962379	flat	-2.4068408
German	2752094	200000	2.677478	iobj	-0.8165839
German	2752094	200000	6.9735174	lifted_case	2.9139009
German	2752094	200000	5.771899	lifted_cc	0.0937505
German	2752094	200000	5.7056875	lifted_cop	0.4002972
German	2752094	200000	4.5909004	lifted_mark	0.13120244
German	2752094	200000	0.00799115	mark	0.0031969047
German	2752094	200000	6.5094576	nmod	1.3729688
German	2752094	200000	-4.567253	nsubj	0.01916867
German	2752094	200000	1.8951856	nummod	-1.0610082
German	2752094	200000	-9.953482	obj	3.0915067
German	2752094	200000	6.5118027	obl	0.48385862
German	2752094	200000	2.225002	parataxis	2.2302446
German	2752094	200000	0.0	punct	0.0
German	2752094	200000	3.5042152	xcomp	1.1897997
Old	5576517	20000	0.09906335	acl	0.2561217
Old	5576517	20000	2.2599034	advcl	1.9161513
Old	5576517	20000	0.30212805	advmod	-1.6812943
Old	5576517	20000	-0.0095967	amod	0.10303169
Old	5576517	20000	0.053669583	appos	0.06775071
Old	5576517	20000	0.07341173	aux	-0.90938926
Old	5576517	20000	1.1468605	ccomp	1.130948
Old	5576517	20000	2.1917207	conj	2.2532094
Old	5576517	20000	-0.03321359	csubj	0.041906435
Old	5576517	20000	0.21247116	dep	0.08453908
Old	5576517	20000	-0.28610045	det	-0.031470213
Old	5576517	20000	1.2659652	discourse	-2.38003
Old	5576517	20000	0.0081222635	fixed	0.0334967
Old	5576517	20000	-0.1207543	flat	-0.022909623
Old	5576517	20000	1.7195451	iobj	-1.0568653
Old	5576517	20000	-2.037864	lifted_case	-0.10101551
Old	5576517	20000	3.6952043	lifted_cc	-0.00013226298
Old	5576517	20000	1.4378759	lifted_mark	0.048813917
Old	5576517	20000	-0.3372755	nmod	-0.19341636
Old	5576517	20000	-1.0845358	nsubj	-0.30032226
Old	5576517	20000	-0.30964574	nummod	-0.08642818
Old	5576517	20000	1.7054327	obj	-0.84734154
Old	5576517	20000	-2.1697183	obl	1.3786185
Old	5576517	20000	-0.055589043	orphan	0.16253881
Old	5576517	20000	0.1434918	parataxis	0.20465933
Old	5576517	20000	-0.43898964	vocative	-0.5876244
Old	5576517	20000	1.1488547	xcomp	0.51645464
Basque	6222458	250000	-1.5189462	acl	0.6343862
Basque	6222458	250000	-2.5421548	advcl	2.499424
Basque	6222458	250000	0.62894845	advmod	-2.8940172
Basque	6222458	250000	-1.9117299	amod	-0.82194567
Basque	6222458	250000	-0.48813367	appos	0.19423865
Basque	6222458	250000	2.9927063	aux	-3.405087
Basque	6222458	250000	-1.5510168	ccomp	1.3396947
Basque	6222458	250000	-0.12168016	compound	-1.1914229
Basque	6222458	250000	-2.7201312	conj	3.4759576
Basque	6222458	250000	1.3314133e-05	cop	0.005797802
Basque	6222458	250000	-0.76057523	csubj	0.21565305
Basque	6222458	250000	-0.23266482	dep	-0.008295305
Basque	6222458	250000	-1.353181	det	-0.4382755
Basque	6222458	250000	0.038380295	discourse	-0.05607977
Basque	6222458	250000	-0.025759824	fixed	-0.0070483442
Basque	6222458	250000	-1.328684	flat	-0.047914483
Basque	6222458	250000	-0.35724944	iobj	-0.032477643
Basque	6222458	250000	-0.56042796	lifted_case	-0.106692374
Basque	6222458	250000	-3.4987338	lifted_cc	0.53585315
Basque	6222458	250000	-2.0730863	lifted_cop	0.70692337
Basque	6222458	250000	-0.5800586	lifted_mark	0.022213358
Basque	6222458	250000	-3.526168	nmod	-0.09737627
Basque	6222458	250000	-2.077535	nsubj	-0.7533973
Basque	6222458	250000	-0.7098859	nummod	-0.240857
Basque	6222458	250000	-10.000817	obj	0.16845876
Basque	6222458	250000	-1.1737651	obl	-0.7156334
Basque	6222458	250000	0.013101219	parataxis	0.030885972
Basque	6222458	250000	0.0	punct	0.0
Basque	6222458	250000	-0.017329475	vocative	0.021630207
Basque	6222458	250000	-1.5883161	xcomp	0.96536565
Gothic	6335786	200000	3.0816872	acl	1.1804706
Gothic	6335786	200000	5.96738	advcl	3.0465038
Gothic	6335786	200000	2.7324297	advmod	-4.871437
Gothic	6335786	200000	0.6689151	amod	-0.28176287
Gothic	6335786	200000	-1.6724546	appos	1.8958985
Gothic	6335786	200000	0.047967583	aux	-0.82563
Gothic	6335786	200000	-0.047342144	case	-0.034333207
Gothic	6335786	200000	4.8913946	ccomp	3.3296387
Gothic	6335786	200000	5.575918	conj	5.6542234
Gothic	6335786	200000	0.9290679	csubj	0.047241393
Gothic	6335786	200000	0.06688846	dep	-0.0608329
Gothic	6335786	200000	-3.7272587	det	-1.9841716
Gothic	6335786	200000	-3.3660038	discourse	-4.223572
Gothic	6335786	200000	0.0	fixed	0.0
Gothic	6335786	200000	-1.6564995	flat	-0.2719357
Gothic	6335786	200000	4.4372864	iobj	-2.6296744
Gothic	6335786	200000	-5.7038045	lifted_case	-0.4788559
Gothic	6335786	200000	6.715477	lifted_cc	0.24792294
Gothic	6335786	200000	6.0124826	lifted_mark	-0.13754432
Gothic	6335786	200000	0.04919489	mark	7.983373e-05
Gothic	6335786	200000	-4.0270305	nmod	0.22749871
Gothic	6335786	200000	-4.0591264	nsubj	-0.07697055
Gothic	6335786	200000	-0.80217654	nummod	-0.67220056
Gothic	6335786	200000	9.993653	obj	-0.37218943
Gothic	6335786	200000	-4.2773767	obl	3.3092632
Gothic	6335786	200000	1.7428608	orphan	0.12539998
Gothic	6335786	200000	-0.33746678	parataxis	0.49797988
Gothic	6335786	200000	-1.103021	vocative	-2.7929745
Gothic	6335786	200000	5.102347	xcomp	0.15203603
Serbian	4885715	200000	-5.6948795	acl	5.63995
Serbian	4885715	200000	-4.6763906	advcl	4.5907054
Serbian	4885715	200000	-0.772867	advmod	-5.9640093
Serbian	4885715	200000	-2.139648	amod	-5.9382787
Serbian	4885715	200000	-3.315013	appos	1.1012993
Serbian	4885715	200000	4.9965014	aux	-6.5203004
Serbian	4885715	200000	-5.7434464	ccomp	5.084717
Serbian	4885715	200000	4.1535215	compound	-3.0326076
Serbian	4885715	200000	-5.797968	conj	5.784051
Serbian	4885715	200000	-3.8500564	csubj	2.8454297
Serbian	4885715	200000	-0.1082629	dep	0.006623434
Serbian	4885715	200000	-0.8939732	det	-2.1567965
Serbian	4885715	200000	2.690881	discourse	-1.5897915
Serbian	4885715	200000	1.4458516	fixed	-2.1353238
Serbian	4885715	200000	-3.6077392	flat	-2.079806
Serbian	4885715	200000	0.23568662	goeswith	-0.056813028
Serbian	4885715	200000	-0.0071020015	iobj	-0.05233662
Serbian	4885715	200000	-7.2957335	lifted_case	-0.08214723
Serbian	4885715	200000	-6.2224135	lifted_cc	0.6260709
Serbian	4885715	200000	-6.1257834	lifted_cop	0.023349337
Serbian	4885715	200000	-6.55549	lifted_mark	1.7826958
Serbian	4885715	200000	0.11499782	list	0.06256297
Serbian	4885715	200000	-6.330767	nmod	1.3939984
Serbian	4885715	200000	-5.9576163	nsubj	-2.93845
Serbian	4885715	200000	-3.9352028	nummod	-2.9460943
Serbian	4885715	200000	9.95886	obj	0.7322139
Serbian	4885715	200000	-6.415082	obl	0.9861599
Serbian	4885715	200000	-1.2450702	orphan	0.2956131
Serbian	4885715	200000	-0.21554159	parataxis	1.0458976
Serbian	4885715	200000	0.0	punct	0.0
Serbian	4885715	200000	-0.05012207	vocative	-0.0067375517
Serbian	4885715	200000	-4.680667	xcomp	3.4984696
Coptic	7525299	200000	-4.9137244	acl	1.6561897
Coptic	7525299	200000	-4.651514	advcl	3.2315307
Coptic	7525299	200000	-1.2969033	advmod	-5.1225996
Coptic	7525299	200000	0.0341422	amod	-0.023027727
Coptic	7525299	200000	-2.168271	appos	0.29781035
Coptic	7525299	200000	1.4113083	aux	-5.0803223
Coptic	7525299	200000	-4.910081	ccomp	4.229886
Coptic	7525299	200000	-4.0459137	conj	3.8353758
Coptic	7525299	200000	-2.1219013	csubj	0.49227378
Coptic	7525299	200000	0.27232787	dep	-0.27215466
Coptic	7525299	200000	-2.1984348	det	-3.95633
Coptic	7525299	200000	0.39164394	discourse	-0.33705118
Coptic	7525299	200000	-0.44081926	dislocated	0.6053592
Coptic	7525299	200000	1.1445512	fixed	-0.6380736
Coptic	7525299	200000	-0.039207928	flat	0.0
Coptic	7525299	200000	0.70610136	iobj	-0.38079014
Coptic	7525299	200000	-5.7158704	lifted_case	0.23451966
Coptic	7525299	200000	-5.5900655	lifted_cc	0.0
Coptic	7525299	200000	-3.9591658	lifted_cop	0.0
Coptic	7525299	200000	-6.4006977	lifted_mark	0.40516016
Coptic	7525299	200000	-4.439909	nmod	0.21183084
Coptic	7525299	200000	3.1759894	nsubj	-2.9552414
Coptic	7525299	200000	0.019674443	nummod	-0.005290262
Coptic	7525299	200000	-10.013116	obj	-2.0363514
Coptic	7525299	200000	-4.8039246	obl	-0.7294553
Coptic	7525299	200000	-0.25294697	orphan	0.025893815
Coptic	7525299	200000	-3.8919477	parataxis	4.3140345
Coptic	7525299	200000	0.0	punct	0.0
Coptic	7525299	200000	-0.0356518	vocative	0.34807083
Coptic	7525299	200000	-4.1212044	xcomp	1.6488045
Romanian	4557291	200000	5.7556434	acl	5.243025
Romanian	4557291	200000	5.3756194	advcl	5.450415
Romanian	4557291	200000	-1.0307701	advmod	-4.2274036
Romanian	4557291	200000	3.8956232	amod	-2.0816796
Romanian	4557291	200000	2.081651	appos	1.7704164
Romanian	4557291	200000	-2.7811544	aux	-5.7137628
Romanian	4557291	200000	0.06650781	case	0.019172372
Romanian	4557291	200000	5.438032	ccomp	3.7832024
Romanian	4557291	200000	-0.32462117	compound	-0.04317327
Romanian	4557291	200000	5.9835362	conj	7.1530266
Romanian	4557291	200000	4.344057	csubj	2.846408
Romanian	4557291	200000	0.048092786	dep	-0.0013287043
Romanian	4557291	200000	3.0661118	det	-4.779156
Romanian	4557291	200000	0.028796926	discourse	-0.14413783
Romanian	4557291	200000	2.2349718	expl	-5.2450047
Romanian	4557291	200000	-2.1311572	fixed	-2.3881607
Romanian	4557291	200000	0.8608724	flat	-0.596346
Romanian	4557291	200000	0.7401197	goeswith	-0.016755247
Romanian	4557291	200000	3.3268416	iobj	-2.9957802
Romanian	4557291	200000	7.249391	lifted_case	1.3605146
Romanian	4557291	200000	6.3908114	lifted_cc	0.13088857
Romanian	4557291	200000	5.3205447	lifted_cop	0.037412792
Romanian	4557291	200000	6.5500636	lifted_mark	0.5566981
Romanian	4557291	200000	0.01295316	list	-0.098060854
Romanian	4557291	200000	0.023787532	mark	-0.0023966567
Romanian	4557291	200000	6.514716	nmod	1.5669347
Romanian	4557291	200000	-5.284109	nsubj	1.3869822
Romanian	4557291	200000	3.2632337	nummod	-1.5031478
Romanian	4557291	200000	9.999487	obj	-0.8179872
Romanian	4557291	200000	6.1074567	obl	1.2526376
Romanian	4557291	200000	0.67720115	orphan	-0.17673108
Romanian	4557291	200000	2.1448572	parataxis	-2.16645
Romanian	4557291	200000	0.0	punct	0.0
Romanian	4557291	200000	0.0117390165	reparandum	0.0
Romanian	4557291	200000	-0.44233343	vocative	-0.1501985
Romanian	4557291	200000	4.055649	xcomp	0.5900964
Croatian	5737616	200000	5.4572387	acl	4.697885
Croatian	5737616	200000	4.971571	advcl	5.5030437
Croatian	5737616	200000	2.961958	advmod	-5.814102
Croatian	5737616	200000	2.3964236	amod	-5.068907
Croatian	5737616	200000	-3.0646224	appos	1.4218365
Croatian	5737616	200000	-4.027851	aux	-6.3468595
Croatian	5737616	200000	5.3878703	ccomp	3.8916767
Croatian	5737616	200000	2.3647017	compound	-1.4905884
Croatian	5737616	200000	5.592857	conj	6.176169
Croatian	5737616	200000	3.8468502	csubj	1.7699436
Croatian	5737616	200000	0.10885351	dep	-0.14508186
Croatian	5737616	200000	1.9616032	det	-1.4616717
Croatian	5737616	200000	-1.20756	discourse	-3.1961677
Croatian	5737616	200000	-0.022916688	dislocated	0.0116121685
Croatian	5737616	200000	-0.4069736	expl	-3.8101406
Croatian	5737616	200000	-1.8460263	fixed	-1.3844919
Croatian	5737616	200000	-2.9341478	flat	-1.1915778
Croatian	5737616	200000	-0.19701117	goeswith	-0.047558505
Croatian	5737616	200000	1.5033644	iobj	-1.5720124
Croatian	5737616	200000	6.889603	lifted_case	0.62494344
Croatian	5737616	200000	5.8804803	lifted_cc	0.8522107
Croatian	5737616	200000	5.7561836	lifted_cop	0.10715445
Croatian	5737616	200000	6.430762	lifted_mark	1.2683609
Croatian	5737616	200000	0.045841563	list	0.061358478
Croatian	5737616	200000	6.5459757	nmod	1.1342896
Croatian	5737616	200000	-5.4595876	nsubj	0.9470704
Croatian	5737616	200000	2.1789143	nummod	-1.4355613
Croatian	5737616	200000	9.993843	obj	-2.1268306
Croatian	5737616	200000	6.782587	obl	0.21044058
Croatian	5737616	200000	1.2201381	orphan	0.10067546
Croatian	5737616	200000	-2.6225784	parataxis	3.221621
Croatian	5737616	200000	0.0	punct	0.0
Croatian	5737616	200000	0.09301728	vocative	0.0510326
